,loss,task_name,info_need,model,num_epochs,condition,acc,f1_other,f1_infoneed,precision_infoneed,recall_infoneed,recall_other,precision_other,recall_macro,precision_macro,recall_micro,precision_micro,recall_weighted,precision_weighted,f1_weighted,f1_macro,f1_micro,mcc,report,preds,labels,stopwords_removed,resampled
0,None,text_classification,Cooking technique,NB,None,no_context,None,0.9423459244532804,0.12121212121212123,0.16666666666666666,0.09523809523809523,0.9595141700404858,0.92578125,0.5273761326392905,0.5462239583333334,0.8917910447761194,0.8917910447761194,0.8917910447761194,0.8662983908582089,0.8780033503187119,0.5317790228327008,0.8917910447761193,None,None,None,None,False,False
1,None,text_classification,Cooking technique,NB,None,no_context,None,0.9475806451612903,0.35,0.3684210526315789,0.3333333333333333,0.951417004048583,0.9437751004016064,0.6423751686909581,0.6560980765165927,0.9029850746268657,0.9029850746268657,0.9029850746268657,0.8986913877032087,0.9007552961001444,0.6487903225806451,0.9029850746268657,None,None,None,None,False,False
2,None,text_classification,Cooking technique,NB,None,no_context,None,0.9271255060728745,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.9271255060728745,0.9271255060728745,0.5349913244650086,0.5349913244650086,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.8656716417910447,0.5349913244650086,0.8656716417910447,None,None,None,None,False,False
3,None,text_classification,Cooking technique,NB,None,no_context,None,0.783653846153846,0.25,0.15151515151515152,0.7142857142857143,0.659919028340081,0.9644970414201184,0.6871023713128976,0.558006096467635,0.664179104477612,0.664179104477612,0.664179104477612,0.9007932366141322,0.7418376865671641,0.516826923076923,0.664179104477612,None,None,None,None,False,False
4,None,text_classification,Cooking technique,NB,None,no_context,None,0.8912133891213389,0.10344827586206896,0.08108108108108109,0.14285714285714285,0.8623481781376519,0.922077922077922,0.5026026604973973,0.5015795015795016,0.8059701492537313,0.8059701492537313,0.8059701492537313,0.8561789158804084,0.8294855257689334,0.4973308324917039,0.8059701492537313,None,None,None,None,False,False
5,None,text_classification,Cooking technique,NB,None,no_context,None,0.8752642706131076,0.03278688524590165,0.025,0.047619047619047616,0.8414634146341463,0.9118942731277533,0.44454123112659694,0.46844713656387665,0.7790262172284644,0.7790262172284644,0.7790262172284644,0.8421385437806266,0.8090020043482712,0.45402557792950465,0.7790262172284643,None,None,None,None,False,False
6,None,text_classification,Cooking technique,NB,None,no_context,None,0.9494949494949495,0.358974358974359,0.3888888888888889,0.3333333333333333,0.9552845528455285,0.9437751004016064,0.6443089430894309,0.6663319946452476,0.9063670411985019,0.9063670411985019,0.9063670411985019,0.9001323646646511,0.9030495097910828,0.6542346542346542,0.9063670411985019,None,None,None,None,False,False
7,None,text_classification,Cooking technique,NB,None,no_context,None,0.896551724137931,0.3142857142857143,0.22448979591836735,0.5238095238095238,0.8455284552845529,0.9541284403669725,0.6846689895470384,0.58930911814267,0.8202247191011236,0.8202247191011236,0.8202247191011236,0.8967411312530373,0.8507555211158466,0.6054187192118227,0.8202247191011236,None,None,None,None,False,False
8,None,text_classification,Cooking technique,NB,None,no_context,None,0.9322381930184804,0.2978723404255319,0.2692307692307692,0.3333333333333333,0.9227642276422764,0.941908713692946,0.6280487804878049,0.6055697414618576,0.8764044943820225,0.8764044943820225,0.8764044943820225,0.8890014596341232,0.8823442495561137,0.6150552667220062,0.8764044943820225,None,None,None,None,False,False
9,None,text_classification,Cooking technique,NB,None,no_context,None,0.9297520661157024,0.32,0.27586206896551724,0.38095238095238093,0.9146341463414634,0.9453781512605042,0.6477932636469221,0.6106201101130107,0.8726591760299626,0.8726591760299626,0.8726591760299626,0.892719582990112,0.8817940384436809,0.6248760330578512,0.8726591760299626,None,None,None,None,False,False
0,None,text_classification,Recipe,NB,None,no_context,None,0.8248847926267282,0.2549019607843137,0.16049382716049382,0.6190476190476191,0.7246963562753036,0.9572192513368984,0.6718719876614614,0.5588565392486962,0.7164179104477612,0.7164179104477612,0.7164179104477612,0.8947892740693444,0.7802219587883301,0.539893376705521,0.7164179104477613,None,None,None,None,False,False
1,None,text_classification,Recipe,NB,None,no_context,None,0.6753926701570682,0.19480519480519476,0.11278195488721804,0.7142857142857143,0.5222672064777328,0.9555555555555556,0.6182764603817236,0.5341687552213868,0.5373134328358209,0.5373134328358209,0.5373134328358209,0.8895173256524397,0.6377346963421825,0.43509893248113146,0.5373134328358209,None,None,None,None,False,False
2,None,text_classification,Recipe,NB,None,no_context,None,0.8706896551724138,0.16666666666666666,0.11764705882352941,0.2857142857142857,0.8178137651821862,0.9308755760368663,0.5517640254482359,0.5242613174301979,0.7761194029850746,0.7761194029850746,0.7761194029850746,0.8671524459567168,0.8155236747297994,0.5186781609195402,0.7761194029850746,None,None,None,None,False,False
3,None,text_classification,Recipe,NB,None,no_context,None,0.7999999999999999,0.27586206896551724,0.16842105263157894,0.7619047619047619,0.680161943319838,0.9710982658959537,0.7210333526123,0.5697596592637664,0.6865671641791045,0.6865671641791045,0.6865671641791045,0.908201917095387,0.7589294904786413,0.5379310344827586,0.6865671641791045,None,None,None,None,False,False
4,None,text_classification,Recipe,NB,None,no_context,None,0.5944444444444444,0.17045454545454547,0.0967741935483871,0.7142857142857143,0.4331983805668016,0.9469026548672567,0.573742047426258,0.5218384242078219,0.4552238805970149,0.4552238805970149,0.4552238805970149,0.8802881112564497,0.5612213553444897,0.382449494949495,0.4552238805970149,None,None,None,None,False,False
5,None,text_classification,Recipe,NB,None,no_context,None,0.8036951501154735,0.15841584158415842,0.09876543209876543,0.4,0.7044534412955465,0.9354838709677419,0.5522267206477733,0.5171246515332537,0.6816479400749064,0.6816479400749064,0.6816479400749064,0.8728083324756838,0.755359621386536,0.481055495849816,0.6816479400749064,None,None,None,None,False,False
6,None,text_classification,Recipe,NB,None,no_context,None,0.7855421686746988,0.2521008403361345,0.15151515151515152,0.75,0.659919028340081,0.9702380952380952,0.7049595141700404,0.5608766233766234,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9089105339105339,0.7455840167392258,0.5188215045054166,0.6666666666666666,None,None,None,None,False,False
7,None,text_classification,Recipe,NB,None,no_context,None,0.9525773195876289,0.5306122448979592,0.4482758620689655,0.65,0.9352226720647774,0.9705882352941176,0.7926113360323888,0.7094320486815415,0.9138576779026217,0.9138576779026217,0.9138576779026217,0.9314637129551548,0.9209694488243578,0.7415947822427941,0.9138576779026218,None,None,None,None,False,False
8,None,text_classification,Recipe,NB,None,no_context,None,0.8480725623582767,0.2795698924731183,0.1780821917808219,0.65,0.757085020242915,0.9639175257731959,0.7035425101214575,0.5709998587770089,0.7490636704119851,0.7490636704119851,0.7490636704119851,0.9050534558112203,0.8054880927039577,0.5638212274156975,0.749063670411985,None,None,None,None,False,False
9,None,text_classification,Recipe,NB,None,no_context,None,0.9281314168377823,0.25531914893617025,0.2222222222222222,0.3,0.9149797570850202,0.9416666666666667,0.6074898785425101,0.5819444444444444,0.8689138576779026,0.8689138576779026,0.8689138576779026,0.88777569704536,0.8777334941485231,0.5917252828869763,0.8689138576779026,None,None,None,None,False,False
0,None,text_classification,Equipment,NB,None,no_context,None,0.6598984771573604,0.05633802816901409,0.028985507246376812,1.0,0.49242424242424243,1.0,0.7462121212121212,0.5144927536231884,0.5,0.5,0.5,0.9855072463768115,0.6508901122470866,0.35811825266318725,0.5,None,None,None,None,False,False
1,None,text_classification,Equipment,NB,None,no_context,None,0.6632911392405064,0.05673758865248227,0.029197080291970802,1.0,0.4962121212121212,1.0,0.7481060606060606,0.5145985401459854,0.503731343283582,0.503731343283582,0.503731343283582,0.9855104041834621,0.6542381011720284,0.36001436394649433,0.503731343283582,None,None,None,None,False,False
2,None,text_classification,Equipment,NB,None,no_context,None,0.684863523573201,0.045112781954887216,0.023255813953488372,0.75,0.5227272727272727,0.9928057553956835,0.6363636363636364,0.508030784674586,0.5261194029850746,0.5261194029850746,0.5261194029850746,0.9783348607472925,0.6753150050415844,0.3649881527640441,0.5261194029850746,None,None,None,None,False,False
3,None,text_classification,Equipment,NB,None,no_context,None,0.6733668341708543,0.05797101449275362,0.029850746268656716,1.0,0.5075757575757576,1.0,0.7537878787878788,0.5149253731343284,0.5149253731343284,0.5149253731343284,0.5149253731343284,0.9855201603920694,0.6641818219368527,0.365668924331804,0.5149253731343284,None,None,None,None,False,False
4,None,text_classification,Equipment,NB,None,no_context,None,0.6666666666666667,0.029197080291970802,0.015037593984962405,0.5,0.5037878787878788,0.9851851851851852,0.5018939393939394,0.5001113895850737,0.503731343283582,0.503731343283582,0.503731343283582,0.970705370391152,0.6571521952282385,0.34793187347931875,0.503731343283582,None,None,None,None,False,False
5,None,text_classification,Equipment,NB,None,no_context,None,0.7470449172576833,0.036036036036036036,0.018691588785046728,0.5,0.6007604562737643,0.9875,0.5503802281368821,0.5030957943925234,0.599250936329588,0.599250936329588,0.599250936329588,0.9729860163113866,0.7363930988124152,0.39154047664685965,0.599250936329588,None,None,None,None,False,False
6,None,text_classification,Equipment,NB,None,no_context,None,0.6750629722921914,0.058394160583941604,0.03007518796992481,1.0,0.5095057034220533,1.0,0.7547528517110267,0.5150375939849624,0.5168539325842697,0.5168539325842697,0.5168539325842697,0.9854692912055419,0.6658244882216557,0.3667285664380665,0.5168539325842697,None,None,None,None,False,False
7,None,text_classification,Equipment,NB,None,no_context,None,0.7107843137254903,0.06349206349206349,0.03278688524590164,1.0,0.5513307984790875,1.0,0.7756653992395437,0.5163934426229508,0.5580524344569289,0.5580524344569289,0.5580524344569289,0.9855099158838336,0.7010870515497086,0.3871381886087769,0.5580524344569289,None,None,None,None,False,False
8,None,text_classification,Equipment,NB,None,no_context,None,0.678391959798995,0.05882352941176471,0.030303030303030304,1.0,0.5133079847908745,1.0,0.7566539923954372,0.5151515151515151,0.5205992509363296,0.5205992509363296,0.5205992509363296,0.9854727045738282,0.6691100357482501,0.3686077446053799,0.5205992509363296,None,None,None,None,False,False
9,None,text_classification,Equipment,NB,None,no_context,None,0.7139364303178484,0.06400000000000002,0.03305785123966942,1.0,0.5551330798479087,1.0,0.7775665399239544,0.5165289256198347,0.5617977528089888,0.5617977528089888,0.5617977528089888,0.9855139752994708,0.7041995549572814,0.3889682151589242,0.5617977528089888,None,None,None,None,False,False
0,None,text_classification,Meal,NB,None,no_context,None,0.8167770419426048,0.0,0.0,0.0,0.6928838951310862,0.9946236559139785,0.3464419475655431,0.49731182795698925,0.6902985074626866,0.6902985074626866,0.6902985074626866,0.990912373615792,0.8137293664129682,0.4083885209713024,0.6902985074626866,None,None,None,None,False,False
1,None,text_classification,Meal,NB,None,no_context,None,0.8391304347826087,0.02631578947368421,0.013333333333333334,1.0,0.7228464419475655,1.0,0.8614232209737828,0.5066666666666667,0.7238805970149254,0.7238805970149254,0.7238805970149254,0.996318407960199,0.836097544315038,0.43272311212814646,0.7238805970149254,None,None,None,None,False,False
2,None,text_classification,Meal,NB,None,no_context,None,0.834061135371179,0.025641025641025647,0.012987012987012988,1.0,0.7153558052434457,1.0,0.8576779026217228,0.5064935064935064,0.7164179104477612,0.7164179104477612,0.7164179104477612,0.9963171157201008,0.8310446424244247,0.4298510805061023,0.7164179104477613,None,None,None,None,False,False
3,None,text_classification,Meal,NB,None,no_context,None,0.8230088495575222,0.047619047619047616,0.024390243902439025,1.0,0.6992481203007519,1.0,0.849624060150376,0.5121951219512195,0.7014925373134329,0.7014925373134329,0.7014925373134329,0.9927193301783764,0.8172223584982798,0.43531394858828487,0.7014925373134329,None,None,None,None,False,False
4,None,text_classification,Meal,NB,None,no_context,None,0.7853881278538813,0.04081632653061225,0.020833333333333332,1.0,0.6466165413533834,1.0,0.8233082706766917,0.5104166666666666,0.6492537313432836,0.6492537313432836,0.6492537313432836,0.9926927860696518,0.779831621873857,0.4131022271922468,0.6492537313432836,None,None,None,None,False,False
5,None,text_classification,Meal,NB,None,no_context,None,0.8534482758620691,0.02857142857142857,0.014492753623188406,1.0,0.7443609022556391,1.0,0.8721804511278195,0.5072463768115942,0.7453183520599251,0.7453183520599251,0.7453183520599251,0.9963089616240569,0.8503588494677221,0.4410098522167488,0.7453183520599251,None,None,None,None,False,False
6,None,text_classification,Meal,NB,None,no_context,None,0.892116182572614,0.0,0.0,0.0,0.8082706766917294,0.9953703703703703,0.4041353383458647,0.4976851851851852,0.8052434456928839,0.8052434456928839,0.8052434456928839,0.9916423914551256,0.8887749234618552,0.446058091286307,0.8052434456928839,None,None,None,None,False,False
7,None,text_classification,Meal,NB,None,no_context,None,0.8752642706131079,0.03278688524590164,0.016666666666666666,1.0,0.7781954887218046,1.0,0.8890977443609023,0.5083333333333333,0.7790262172284644,0.7790262172284644,0.7790262172284644,0.9963171036204743,0.8721089246004966,0.45402557792950476,0.7790262172284643,None,None,None,None,False,False
8,None,text_classification,Meal,NB,None,no_context,None,0.841648590021692,0.0,0.0,0.0,0.7293233082706767,0.9948717948717949,0.36466165413533835,0.49743589743589745,0.7265917602996255,0.7265917602996255,0.7265917602996255,0.9911456832805148,0.8384963481114984,0.420824295010846,0.7265917602996256,None,None,None,None,False,False
9,None,text_classification,Meal,NB,None,no_context,None,0.8491379310344828,0.0,0.0,0.0,0.7406015037593985,0.9949494949494949,0.37030075187969924,0.49747474747474746,0.7378277153558053,0.7378277153558053,0.7378277153558053,0.9912230923466878,0.8459576391579491,0.4245689655172414,0.7378277153558053,None,None,None,None,False,False
0,None,text_classification,Time,NB,None,no_context,None,0.6170798898071626,0.19653179190751446,0.10967741935483871,0.9444444444444444,0.448,0.9911504424778761,0.6962222222222222,0.5504139309163574,0.48134328358208955,0.48134328358208955,0.48134328358208955,0.9319470304770751,0.5888341220377832,0.4068058408573385,0.48134328358208955,None,None,None,None,False,False
1,None,text_classification,Time,NB,None,no_context,None,0.5786516853932584,0.16666666666666666,0.09259259259259259,0.8333333333333334,0.412,0.9716981132075472,0.6226666666666667,0.5321453529000699,0.44029850746268656,0.44029850746268656,0.44029850746268656,0.9126537125692293,0.550981049807144,0.3726591760299625,0.44029850746268656,None,None,None,None,False,False
2,None,text_classification,Time,NB,None,no_context,None,0.6149584487534626,0.2057142857142857,0.11464968152866242,1.0,0.444,1.0,0.722,0.5573248407643312,0.48134328358208955,0.48134328358208955,0.48134328358208955,0.9405361726399848,0.5874719004896373,0.4103363672338742,0.48134328358208955,None,None,None,None,False,False
3,None,text_classification,Time,NB,None,no_context,None,0.6684350132625994,0.2138364779874214,0.12142857142857143,0.8947368421052632,0.5060240963855421,0.984375,0.7003804692454026,0.5529017857142857,0.5335820895522388,0.5335820895522388,0.5335820895522388,0.9231959621535181,0.6362060126274188,0.44113574562501034,0.5335820895522388,None,None,None,None,False,False
4,None,text_classification,Time,NB,None,no_context,None,0.584958217270195,0.1581920903954802,0.08860759493670886,0.7368421052631579,0.42168674698795183,0.9545454545454546,0.5792644261255548,0.5215765247410817,0.44402985074626866,0.44402985074626866,0.44402985074626866,0.8931543376328943,0.5547024097678831,0.3715751538328376,0.44402985074626866,None,None,None,None,False,False
5,None,text_classification,Time,NB,None,no_context,None,0.7179487179487178,0.23611111111111108,0.1349206349206349,0.9444444444444444,0.5622489959839357,0.9929078014184397,0.7533467202141901,0.5639142181695374,0.5880149812734082,0.5880149812734082,0.5880149812734082,0.9350659699691495,0.6854652837798905,0.47702991452991444,0.5880149812734082,None,None,None,None,False,False
6,None,text_classification,Time,NB,None,no_context,None,0.631868131868132,0.2117647058823529,0.11842105263157894,1.0,0.46184738955823296,1.0,0.7309236947791165,0.5592105263157895,0.49812734082397003,0.49812734082397003,0.49812734082397003,0.9405677114133648,0.6035465525881918,0.42181641887524246,0.49812734082397003,None,None,None,None,False,False
7,None,text_classification,Time,NB,None,no_context,None,0.6806282722513091,0.19736842105263158,0.11194029850746269,0.8333333333333334,0.5220883534136547,0.9774436090225563,0.677710843373494,0.5446919537650096,0.5430711610486891,0.5430711610486891,0.5430711610486891,0.919095071235022,0.6480489564401624,0.43899834665197035,0.5430711610486891,None,None,None,None,False,False
8,None,text_classification,Time,NB,None,no_context,None,0.6702127659574467,0.2151898734177215,0.12142857142857143,0.9444444444444444,0.5060240963855421,0.9921259842519685,0.7252342704149932,0.55677727784027,0.5355805243445693,0.5355805243445693,0.5355805243445693,0.9334272822638743,0.639537065336791,0.4427013196875841,0.5355805243445693,None,None,None,None,False,False
9,None,text_classification,Time,NB,None,no_context,None,0.6789473684210525,0.20779220779220778,0.11764705882352941,0.8888888888888888,0.5180722891566265,0.9847328244274809,0.7034805890227577,0.5511899416255052,0.5430711610486891,0.5430711610486891,0.5430711610486891,0.9262776042744055,0.6471840991651754,0.44336978810663014,0.5430711610486891,None,None,None,None,False,False
0,None,text_classification,Knowledge,NB,None,no_context,None,0.5534246575342465,0.046783625730994156,0.024096385542168676,0.8,0.3840304182509506,0.9901960784313726,0.5920152091254753,0.5071462319867707,0.3917910447761194,0.3917910447761194,0.3917910447761194,0.9721718304297083,0.5439723994782156,0.30010414163262034,0.3917910447761195,None,None,None,None,False,False
1,None,text_classification,Knowledge,NB,None,no_context,None,0.48710601719197705,0.04278074866310161,0.02197802197802198,0.8,0.3231939163498099,0.9883720930232558,0.561596958174905,0.5051750575006388,0.332089552238806,0.332089552238806,0.332089552238806,0.9703423528918149,0.47881636665972194,0.26494338292753933,0.332089552238806,None,None,None,None,False,False
2,None,text_classification,Knowledge,NB,None,no_context,None,0.5210084033613446,0.0446927374301676,0.022988505747126436,0.8,0.35361216730038025,0.9893617021276596,0.5768060836501901,0.5061751039373931,0.3619402985074627,0.3619402985074627,0.3619402985074627,0.9713323514489184,0.5121219170566584,0.28285057039575606,0.3619402985074627,None,None,None,None,False,False
3,None,text_classification,Knowledge,NB,None,no_context,None,0.5844504021447722,0.04907975460122699,0.02531645569620253,0.8,0.4144486692015209,0.990909090909091,0.6072243346007604,0.5081127733026467,0.4216417910447761,0.4216417910447761,0.4216417910447761,0.9728943029387013,0.5744621437950792,0.3167650783729996,0.42164179104477617,None,None,None,None,False,False
4,None,text_classification,Knowledge,NB,None,no_context,None,0.5494505494505495,0.04651162790697675,0.023952095808383235,0.8,0.38022813688212925,0.9900990099009901,0.5901140684410646,0.5070255528546866,0.3880597014925373,0.3880597014925373,0.3880597014925373,0.9720738809067251,0.5400673606157813,0.2979810886787631,0.3880597014925373,None,None,None,None,False,False
5,None,text_classification,Knowledge,NB,None,no_context,None,0.6581632653061225,0.05633802816901409,0.028985507246376812,1.0,0.49049429657794674,1.0,0.7452471482889733,0.5144927536231884,0.49812734082397003,0.49812734082397003,0.49812734082397003,0.9854529664006948,0.6491471568845928,0.3572506467375683,0.49812734082397003,None,None,None,None,False,False
6,None,text_classification,Knowledge,NB,None,no_context,None,0.5799457994579946,0.06060606060606061,0.03125,1.0,0.4083969465648855,1.0,0.7041984732824428,0.515625,0.41947565543071164,0.41947565543071164,0.41947565543071164,0.9818586142322098,0.5702203361836138,0.3202759300320276,0.41947565543071164,None,None,None,None,False,False
7,None,text_classification,Knowledge,NB,None,no_context,None,0.6137566137566137,0.06410256410256411,0.033112582781456956,1.0,0.44274809160305345,1.0,0.7213740458015268,0.5165562913907285,0.45318352059925093,0.45318352059925093,0.45318352059925093,0.9818934940595779,0.6034634667593468,0.3389295889295889,0.45318352059925093,None,None,None,None,False,False
8,None,text_classification,Knowledge,NB,None,no_context,None,0.5667574931880109,0.04790419161676646,0.024691358024691357,0.8,0.3969465648854962,0.9904761904761905,0.5984732824427481,0.507583774250441,0.4044943820224719,0.4044943820224719,0.4044943820224719,0.9723903321905818,0.5570411392260026,0.3073308424023887,0.40449438202247184,None,None,None,None,False,False
9,None,text_classification,Knowledge,NB,None,no_context,None,0.6408268733850129,0.054421768707483,0.028169014084507043,0.8,0.4732824427480916,0.992,0.6366412213740458,0.5100845070422535,0.4794007490636704,0.4794007490636704,0.4794007490636704,0.9739507306008335,0.629845504383561,0.34762432104624796,0.4794007490636704,None,None,None,None,False,False
0,None,text_classification,Miscellaneous,NB,None,no_context,None,0.6913580246913579,0.04580152671755725,0.023622047244094488,0.75,0.5303030303030303,0.9929078014184397,0.6401515151515151,0.5082649243312671,0.5335820895522388,0.5335820895522388,0.5335820895522388,0.9784408498635986,0.6817228530798085,0.36857977570445755,0.5335820895522388,None,None,None,None,False,False
1,None,text_classification,Miscellaneous,NB,None,no_context,None,0.6031746031746033,0.05063291139240506,0.026143790849673203,0.8,0.43346007604562736,0.991304347826087,0.6167300380228137,0.5087240693378801,0.44029850746268656,0.44029850746268656,0.44029850746268656,0.9732976210168256,0.5928659895219504,0.3269037572835042,0.44029850746268656,None,None,None,None,False,False
2,None,text_classification,Miscellaneous,NB,None,no_context,None,0.6750629722921914,0.07194244604316546,0.03731343283582089,1.0,0.5095057034220533,1.0,0.7547528517110267,0.5186567164179104,0.5186567164179104,0.5186567164179104,0.5186567164179104,0.9820394297170862,0.6638107236681423,0.3735027091676784,0.5186567164179104,None,None,None,None,False,False
3,None,text_classification,Miscellaneous,NB,None,no_context,None,0.6930693069306931,0.06060606060606061,0.031496062992125984,0.8,0.532319391634981,0.9929078014184397,0.6661596958174905,0.5122019322052829,0.5373134328358209,0.5373134328358209,0.5373134328358209,0.9749710152537697,0.6812696194992635,0.3768376837683769,0.5373134328358209,None,None,None,None,False,False
4,None,text_classification,Miscellaneous,NB,None,no_context,None,0.6197916666666666,0.039473684210526314,0.02040816326530612,0.6,0.4524714828897338,0.9834710743801653,0.5262357414448668,0.5019396188227357,0.4552238805970149,0.4552238805970149,0.4552238805970149,0.9655034827548881,0.6089648386357684,0.3296326754385965,0.4552238805970149,None,None,None,None,False,False
5,None,text_classification,Miscellaneous,NB,None,no_context,None,0.7470449172576833,0.036036036036036036,0.018691588785046728,0.5,0.6007604562737643,0.9875,0.5503802281368821,0.5030957943925234,0.599250936329588,0.599250936329588,0.599250936329588,0.9729860163113866,0.7363930988124152,0.39154047664685965,0.599250936329588,None,None,None,None,False,False
6,None,text_classification,Miscellaneous,NB,None,no_context,None,0.7153284671532847,0.04878048780487805,0.025210084033613446,0.75,0.55893536121673,0.9932432432432432,0.654467680608365,0.5092266636384283,0.5617977528089888,0.5617977528089888,0.5617977528089888,0.9787408738168818,0.7053427296349565,0.3820544774790814,0.5617977528089888,None,None,None,None,False,False
7,None,text_classification,Miscellaneous,NB,None,no_context,None,0.783410138248848,0.06,0.03125,0.75,0.6463878326996197,0.9941520467836257,0.6981939163498099,0.5127010233918128,0.6479400749063671,0.6479400749063671,0.6479400749063671,0.9797265479554066,0.7725725331814495,0.42170506912442396,0.6479400749063671,None,None,None,None,False,False
8,None,text_classification,Miscellaneous,NB,None,no_context,None,0.6930693069306931,0.04615384615384615,0.023809523809523808,0.75,0.532319391634981,0.9929078014184397,0.6411596958174905,0.5083586626139818,0.5355805243445693,0.5355805243445693,0.5355805243445693,0.9783894751621263,0.6833776895407779,0.3696115765422696,0.5355805243445693,None,None,None,None,False,False
9,None,text_classification,Miscellaneous,NB,None,no_context,None,0.7076167076167076,0.06299212598425198,0.032520325203252036,1.0,0.5475285171102662,1.0,0.7737642585551331,0.516260162601626,0.5543071161048689,0.5543071161048689,0.5543071161048689,0.985505922474955,0.6979594105135996,0.3853044168004798,0.5543071161048689,None,None,None,None,False,False
0,None,text_classification,Preparation,NB,None,no_context,None,0.8321513002364066,0.3716814159292035,0.5833333333333334,0.2727272727272727,0.9214659685863874,0.7586206896551724,0.59709662065683,0.6709770114942528,0.7350746268656716,0.7350746268656716,0.7350746268656716,0.708258277577629,0.6998521170585909,0.6019163580828051,0.7350746268656715,None,None,None,None,False,False
1,None,text_classification,Preparation,NB,None,no_context,None,0.8571428571428572,0.3368421052631579,0.8888888888888888,0.2077922077922078,0.9895287958115183,0.756,0.598660501801863,0.8224444444444444,0.7649253731343284,0.7649253731343284,0.7649253731343284,0.7941807628524048,0.7076534620132421,0.5969924812030075,0.7649253731343283,None,None,None,None,False,False
2,None,text_classification,Preparation,NB,None,no_context,None,0.8070175438596492,0.43795620437956206,0.5,0.38961038961038963,0.8429319371727748,0.7740384615384616,0.6162711633915823,0.6370192307692308,0.7126865671641791,0.7126865671641791,0.7126865671641791,0.6953035304247991,0.700981263486639,0.6224868741196057,0.712686567164179,None,None,None,None,False,False
